% This file is created by the Prizma 1.0.
% Prizma is a Turkish Text Classification Environment for Weka 
% and developed by Harun Reşit Zafer with Fatih Universtiy Natural Language Processing Group.
% http://nlp.ceng.fatih.edu.tr/blog/
% hrzafer@fatih.edu.tr
% www.hrzafer.com

@relation dataset

@attribute LengthOfTitle numeric
@attribute NumberCount numeric
@attribute PunctuationColonRatio numeric
@attribute PunctuationCommaRatio numeric
@attribute PunctuationCountOfTitle numeric
@attribute PunctuationDashRatio numeric
@attribute PunctuationDoubleQuoteRatio numeric
@attribute PunctuationEllipsisRatio numeric
@attribute PunctuationExclamationRatio numeric
@attribute PunctuationQuestionMarkRatio numeric
@attribute PunctuationRatio numeric
@attribute PunctuationSemicolonRatio numeric
@attribute StopwordRatio numeric
@attribute WhyCount numeric
@attribute WordCountOfTitle numeric
@attribute WordLengthAverage numeric
@attribute WordLengthVariance numeric
@attribute class {1,0}

% The first 13,224 instances (%66) is used for training
% and the rest 6,812 instances (%34) is used as test data.
% Total instance count is 20,036
% In Weka (to get correct results), select "percentage split %66" and "preserve order for % split" options

@data
22,0,0,0,1,0,0,0,1,0,0.05,0,0,0,3,6.33,6,1
50,1,0,0,1,0,0,0,0,0,0.02,0,0,0,8,6.67,3,1
65,0,0.2,0.2,5,0,0,0,0,0.2,0.09,0,0.38,0,10,6.63,10,1
52,0,0,0,4,0,0,0.5,0.25,0,0.09,0,0,0,6,7.17,9,1
78,0,0.333,0,3,0,0,0,0,0,0.04,0,0.11,0,11,7.44,7,1
49,0,0,0,2,0,0,0,0,0,0.05,0,0,0,8,5.00,2,1
44,0,0,0,1,0,0,0,0,0,0.03,0,0.17,0,7,5.83,15,1
62,0,0,0,1,0,0,0,0,1,0.02,0,0.11,0,9,5.89,6,1
69,1,0,0,2,0,0,0,0,0,0.03,0,0,0,12,6.22,6,1
23,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,5.00,5,1
55,0,0,0,4,0,0,0.5,0.25,0,0.09,0,0.33,0,9,4.78,1,1
33,0,0,0,2,0,0,0,0,0,0.07,0,0.2,0,5,6.25,2,1
32,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.25,8,1
24,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.25,0,4,5.25,7,1
29,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,4.20,3,1
49,1,0,0,5,0,0,0.333,0.2,0,0.13,0,0,0,7,7.20,11,1
44,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,8.00,14,1
39,0,0,0,1,0,0,0,1,0,0.03,0,0,0,5,6.80,18,1
13,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.33,0,3,3.67,1,1
51,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.25,0,8,5.50,7,1
26,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.5,0,4,5.75,30,1
47,1,0,0,1,0,0,0,0,0,0.02,0,0,0,7,7.80,12,1
71,0,0,0,5,0,0,0.333,0.2,0,0.09,0,0,0,10,6.44,3,1
94,1,0,0.4,5,0.2,0,0,0,0.2,0.07,0,0.13,0,16,5.14,5,1
118,0,0,0,3,0,0,0,0.333,0.667,0.03,0,0.41,0,17,5.82,6,1
23,0,0,0,1,0,0,0,0,0,0.05,0,0,0,4,6.67,4,1
85,0,0.25,0,4,0,0,0,0,0,0.06,0,0.09,0,14,6.45,6,0
92,0,0,0.25,4,0,0.5,0,0,0,0.05,0,0.13,0,15,4.93,8,0
42,2,0,0,2,0.5,0,0,0,0,0.06,0,0,0,8,4.57,4,0
91,0,0,0,1,1,0,0,0,0,0.01,0,0,0,11,8.00,4,0
51,1,0,0,3,0,0,0,0,0,0.07,0,0,0,7,8.00,12,0
126,0,0.2,0.2,5,0,0,0,0,0,0.05,0,0,0,20,5.78,7,0
148,0,0,0.333,6,0,0.333,0,0,0,0.05,0,0.11,0,19,6.94,9,0
67,0,0,0,2,0,0,0,0,0,0.04,0,0,0,10,5.60,2,0
121,0,0,0,1,0,0,0,0,0,0.01,0,0.2,0,15,7.07,8,0
90,0,0,0,4,0,0,0,0,0,0.05,0,0,0,13,6.25,6,0
148,0,0,0.5,2,0,0,0,0,0,0.02,0,0.25,0,20,6.35,8,0
49,0,0,1,1,0,0,0,0,0,0.02,0,0.17,0,6,7.17,5,0
131,0,0,0.4,5,0,0,0,0,0,0.05,0,0.06,0,17,6.94,6,0
135,0,0.5,0.5,2,0,0,0,0,0,0.02,0,0.11,0,19,6.05,4,0
77,1,0.5,0.5,2,0,0,0,0,0,0.03,0,0.31,0,13,5.17,7,0
65,0,0,0.25,4,0,0,0,0,0,0.07,0,0,0,9,6.75,2,0
145,2,0,0.25,4,0,0,0,0,0,0.03,0,0.06,0,19,8.07,10,0
45,0,1,0,1,0,0,0,0,0,0.03,0,0.14,0,7,5.43,5,0
57,0,0.25,0,4,0,0,0,0,0,0.09,0,0,0,9,6.71,8,0
101,0,0,0.5,2,0,0,0,0,0,0.02,0,0,0,12,7.33,7,0
118,0,0,0,4,0,0,0,0,0,0.04,0,0.06,0,18,6.06,8,0
36,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,5.80,2,0
47,1,0,0,1,0,0,0,0,0,0.02,0,0.17,0,7,8.00,5,0
106,1,0,0,2,0,0,0,0,0,0.02,0,0.07,0,16,6.36,3,0
70,0,0,0,1,0,0,0,0,0,0.02,0,0,0,10,6.78,6,0
114,0,0,0,3,0,0,0,0,0,0.03,0,0,0,15,7.62,4,0
144,0,0,0.333,3,0,0,0,0,0,0.02,0,0,0,19,6.89,6,0
145,0,0,0.25,8,0,0.5,0,0,0,0.07,0,0.11,0,19,6.67,10,0
74,0,0.5,0,2,0,0,0,0,0.5,0.03,0,0.22,0,9,7.11,15,0
57,0,0,0,1,0,0,0,0,0,0.02,0,0,0,9,6.13,4,0
122,0,0,0.167,6,0,0,0,0,0,0.06,0,0.07,0,16,6.80,7,0
41,0,0,0,1,0,0,0,1,0,0.03,0,0,0,5,7.20,2,0
44,0,0.333,0,3,0,0,0,0,0,0.09,0,0,0,9,5.00,6,0
56,2,0,0,1,0,0,0,0,0,0.02,0,0,0,10,6.14,9,0
140,0,0,0.143,7,0,0,0,0,0,0.06,0,0.06,0,21,6.33,11,0
131,0,0,0.667,3,0,0,0,0,0,0.03,0,0.06,0,16,7.06,9,0
57,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,8.67,5,0
109,1,0,0.333,3,0,0,0,0,0,0.03,0,0.08,0,14,7.67,11,0
58,1,0.5,0,2,0,0,0,0,0,0.04,0,0,0,9,6.57,6,0
89,0,0,0,2,0,0,0,0,0,0.03,0,0.1,0,11,7.80,10,0
79,0,1,0,1,0,0,0,0,0,0.01,0,0.2,0,10,6.90,12,0
135,0,0,0.667,3,0,0,0,0,0,0.03,0,0.06,0,16,7.31,15,0
116,0,0,0.2,5,0,0.4,0,0,0,0.05,0,0.08,0,14,7.62,5,0
133,1,0,0,5,0.2,0.4,0,0,0,0.04,0,0,0,16,7.93,8,0
118,2,0,0,3,0,0,0,0,0,0.03,0,0,0,18,6.50,6,0
113,0,0.5,0,2,0,0,0,0,0,0.02,0,0.25,0,16,6.00,8,0
149,0,0,0,3,0,0,0,0,0,0.02,0,0.22,0,19,7.17,7,0
143,1,0,0.5,6,0.167,0,0,0,0,0.05,0,0.04,0,24,5.18,3,0
147,1,0,0.25,8,0,0,0,0,0,0.07,0,0,0,22,7.44,6,0
146,1,0.2,0.4,5,0,0,0,0,0,0.04,0,0,0,18,7.56,10,0
123,1,0,0,1,0,0,0,0,0,0.01,0,0,0,15,7.64,5,0
91,1,0,0.333,3,0,0,0,0,0,0.04,0,0,0,13,6.82,3,0
142,0,0,0.5,2,0,0,0,0,0,0.02,0,0.16,0,19,6.42,9,0
119,2,0,0,5,0,0.4,0,0,0,0.05,0,0,0,17,7.46,9,0
67,0,0,0.25,4,0,0,0,0,0,0.07,0,0,0,8,8.14,17,0
43,2,0.25,0,4,0,0,0,0.25,0,0.12,0,0,0,8,6.40,10,0
98,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.09,0,11,8.00,11,0
107,0,0,0,3,0,0.667,0,0,0,0.03,0,0.07,0,15,6.00,5,0
51,1,0,0,2,0,0,0,0,0,0.05,0,0,0,10,5.86,5,0
150,1,0,0,4,0,0,0,0,0,0.03,0,0.05,0,21,7.00,5,0
86,0,0,0,2,0,0,0,0,0,0.03,0,0.15,0,14,5.54,3,0
70,0,1,0,1,0,0,0,0,0,0.02,0,0.11,0,9,6.78,13,0
58,0,0,0,1,0,0,0,0,0,0.02,0,0,0,7,8.67,15,0
121,1,0,0,3,0,0,0,0,0,0.02,0,0,0,16,7.36,5,0
69,0,0.5,0,2,0.5,0,0,0,0,0.03,0,0,0,7,8.71,30,0
100,0,0,0,3,0,0,0,0,0,0.04,0,0,0,15,6.54,4,0
74,0,0.2,0,5,0,0,0.333,0,0,0.08,0,0,0,11,6.00,3,0
141,2,0,0.333,3,0,0,0,0,0,0.03,0,0.05,0,20,6.71,6,0
128,1,0,0,1,0,0,0,0,1,0.01,0,0.17,0,18,6.24,9,0
78,0,0.333,0.333,3,0,0,0,0,0,0.05,0,0.08,0,13,5.00,5,0
53,0,0,0.25,4,0,0,0,0,0,0.09,0,0,0,8,6.14,4,0
147,0,0,0.5,2,0,0,0,0,0,0.02,0,0.06,0,17,7.59,13,0
134,1,0,0,3,0,0,0,0,0,0.03,0,0,0,20,6.65,3,0
102,1,0,0,3,0,0,0,0,0,0.03,0,0.08,0,14,7.17,5,0
140,0,0,0.5,2,0,0,0,0,0,0.02,0,0,0,14,8.93,5,0
138,0,0.5,0,2,0,0,0,0,0,0.02,0,0.11,0,18,6.61,6,0
73,0,0,0,3,0,0,0,0,0,0.05,0,0,0,12,6.10,3,0
93,0,0,0,1,0,0,0,0,0,0.01,0,0.14,0,14,5.64,6,0
55,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.83,17,0
106,0,0,0.4,5,0,0.4,0,0,0,0.06,0,0.13,0,15,5.80,9,0
145,1,0,0.25,4,0,0,0,0,0,0.03,0,0,0,20,6.67,6,0
79,0,0.25,0,4,0,0,0,0,0,0.06,0,0,0,11,8.50,12,0
137,1,0,0.667,3,0,0,0,0,0,0.03,0,0.11,0,18,6.76,9,0
145,0,0,0,2,0,0,0,0,0,0.02,0,0,0,18,7.47,5,0
87,0,1,0,1,0,0,0,0,0,0.01,0,0.1,0,10,7.70,12,0
97,0,0.5,0,2,0,0,0,0,0,0.02,0,0.15,0,14,6.38,4,0
75,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,9,7.44,7,0
120,1,0,0.25,4,0,0,0,0,0,0.04,0,0.16,0,20,5.39,4,0
89,0,0.5,0,2,0,0,0,0,0,0.03,0,0.21,0,15,5.29,4,0
59,0,0,1,1,0,0,0,0,0,0.02,0,0,0,7,7.43,5,0
135,0,0,0.5,2,0,0,0,0,0,0.02,0,0.06,0,16,7.38,12,0
131,0,0,0.143,7,0,0.286,0,0,0,0.06,0,0,0,17,7.93,10,0
82,0,1,0,1,0,0,0,0,0,0.01,0,0,0,10,7.20,11,0
121,0,0,0,1,0,0,0,0,0,0.01,0,0.12,0,16,6.56,7,0
130,2,0,0.25,4,0,0,0,0,0,0.04,0,0,0,17,8.54,10,0
47,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,6.80,7,0
148,0,0,0.333,3,0,0,0,0,0,0.02,0,0.11,0,19,7.11,6,0
71,0,0,0,1,0,0,0,0,0,0.02,0,0,0,10,6.89,6,0
100,1,0.2,0,5,0,0,0,0,0,0.06,0,0,0,14,7.09,8,0
64,1,0.333,0.333,3,0.333,0,0,0,0,0.06,0,0.11,0,9,5.56,8,0
102,0,0,0,4,0.25,0,0,0,0,0.05,0,0.08,0,15,6.62,7,0
113,0,0,0.333,3,0,0,0,0,0,0.03,0,0.07,0,14,6.93,12,0
145,1,0,0,1,0,0,0,0,1,0.01,0,0.05,0,19,6.78,9,0
50,0,0.5,0,2,0,0,0,0,0,0.05,0,0,0,7,7.17,5,0
41,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,0,6,6.00,8,0
72,0,0.5,0,2,0,0,0,0,0,0.03,0,0.11,0,10,6.89,7,0
108,0,0,0.667,3,0,0,0,0,0,0.03,0,0.08,0,13,7.15,8,0
148,1,0,0.2,5,0,0,0,0,0,0.04,0,0.06,0,20,7.35,9,0
72,0,0,0.333,3,0,0,0,0,0,0.05,0,0,0,10,7.63,5,0
116,0,0,0,3,0,0,0,0,0,0.03,0,0,0,15,7.21,12,0
129,0,0,0.4,5,0,0.4,0,0,0,0.05,0,0.12,0,17,6.35,6,0
113,0,0,0.4,5,0,0,0,0,0,0.05,0,0.07,0,16,6.27,6,0
112,0,0,0.333,3,0,0,0,0,0,0.03,0,0,0,15,6.86,8,0
112,1,0.125,0.25,8,0.125,0,0,0,0,0.09,0,0.27,0,17,5.80,10,0
39,0,1,0,1,0,0,0,0,0,0.03,0,0.14,0,7,4.57,1,0
31,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,5.40,1,0
141,2,0,0.167,6,0.167,0,0,0,0,0.05,0,0.11,0,21,6.33,11,0
25,0,0,0,1,0,0,0,0,0,0.05,0,0,0,4,7.33,6,0
124,1,0.25,0,4,0,0,0,0,0.25,0.04,0,0.07,0,16,8.08,13,0
72,0,0,0.5,2,0,0,0,0,0,0.03,0,0.11,0,10,6.89,10,0
147,0,0,0.25,4,0,0.5,0,0,0,0.03,0,0.05,0,19,6.58,8,0
74,3,0,0,1,0,0,0,0,0,0.02,0,0,0,11,7.50,6,0
88,1,0,0,1,0,0,0,0,0,0.01,0,0.07,0,14,5.54,4,0
110,0,0,0.333,3,0,0,0,0,0,0.03,0,0.08,0,14,7.31,6,0
97,0,0.333,0.333,3,0,0,0,0,0,0.04,0,0.15,0,14,6.31,12,0
84,5,0,0,1,0,0,0,0,0,0.01,0,0.06,0,17,5.27,4,0
59,0,0.333,0,3,0,0,0,0,0,0.06,0,0,0,10,6.13,2,0
133,0,0,0.625,8,0,0,0,0,0,0.07,0,0.06,0,18,6.88,7,0
125,1,0,0,2,0,0,0,0,0,0.02,0,0.06,0,17,7.00,8,0
109,0,0,0,1,0,0,0,0,0,0.01,0,0.17,0,12,8.08,18,0
83,0,0,0.5,2,0,0,0,0,0,0.03,0,0.09,0,12,6.45,6,0
89,1,0,0,2,0,0,0,0,0,0.03,0,0,0,13,6.82,7,0
116,0,0,0,5,0,0.4,0,0,0,0.05,0,0.08,0,13,7.62,8,0
48,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.17,10,0
141,2,0,0.5,2,0,0,0,0,0,0.02,0,0.05,0,19,6.94,10,0
52,0,0.2,0,5,0,0.4,0,0,0,0.12,0,0,0,10,5.43,13,0
150,0,0,0.222,9,0,0.444,0,0.111,0,0.07,0,0.12,0,17,7.88,22,0
147,0,0,0.333,3,0,0,0,0,0,0.02,0,0.07,0,16,8.67,14,0
137,1,0,0,2,0,0,0,0,0,0.02,0,0.13,0,16,8.50,10,0
48,1,0,0,1,0,0,0,0,0,0.02,0,0,0,8,6.17,7,0
82,0,0.5,0,2,0,0,0,0,0,0.03,0,0.1,0,10,7.10,13,0
131,0,0.25,0.25,4,0,0,0,0,0,0.04,0,0.12,0,18,6.53,6,0
139,1,0,0,2,0,0,0,0,0.5,0.02,0,0.06,0,19,6.82,10,0
93,1,0.5,0,2,0,0,0,0,0,0.03,0,0.21,0,15,5.85,8,0
132,0,0,0.5,2,0,0,0,0,0,0.02,0,0.06,0,16,7.19,11,0
146,0,0,0,2,0,0,0,0,0,0.02,0,0.06,0,18,7.53,9,0
52,0,0,0,3,0,0,0,0,0,0.07,0,0.17,0,7,7.33,1,0
141,1,0,0,4,0,0.5,0,0,0,0.03,0,0,0,17,8.07,13,0
80,0,0.2,0.2,5,0,0,0,0,0,0.07,0,0,0,12,7.44,3,0
147,2,0,0.25,4,0.25,0,0,0,0,0.03,0,0,0,17,8.40,17,0
46,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,6.67,5,0
147,0,0,0,3,0,0,0,0,0,0.02,0,0.06,0,20,7.06,8,0
142,0,0.5,0,2,0,0,0,0,0,0.02,0,0.17,0,18,6.83,9,0
128,0,0,0.2,5,0,0,0,0,0,0.05,0,0,0,19,6.75,5,0
143,1,0,0.25,8,0,0.25,0,0,0,0.07,0,0.06,0,19,7.31,8,0
139,1,0,0,1,0,0,0,0,0,0.01,0,0.06,0,17,7.56,8,0
94,0,0,0.333,3,0,0,0,0,0,0.04,0,0.1,0,11,8.20,10,0
40,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.00,10,0
121,0,0,0,4,0.25,0,0,0,0,0.04,0,0.06,0,17,6.38,15,0
149,1,0,0.5,2,0,0,0,0,0,0.02,0,0,0,17,8.13,7,0
41,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.29,0,7,5.67,9,0
60,0,1,0,1,0,0,0,0,0,0.02,0,0,0,8,6.50,5,0
145,0,0,0.5,4,0,0,0,0,0,0.03,0,0.14,0,22,5.45,6,0
58,0,0,0,1,0,0,0,0,0,0.02,0,0,0,9,6.25,8,0
124,0,0,0,1,0,0,0,0,0,0.01,0,0.12,0,16,6.75,10,0
140,0,0,0,2,0,0,0,0,0,0.02,0,0.12,0,18,7.18,9,0
89,1,0.25,0,4,0,0,0,0,0,0.05,0,0,0,14,5.92,3,0
89,1,0,0.25,4,0,0,0,0,0,0.05,0,0,0,12,8.00,8,0
65,2,0,0,2,0.5,0,0,0,0,0.04,0,0,0,9,6.50,9,0
119,0,0,0.6,5,0,0,0,0,0,0.05,0,0.12,0,17,6.19,11,0
143,0,0.25,0.25,4,0,0,0,0,0,0.03,0,0.12,0,18,7.24,8,0
74,0,0,0.2,5,0,0,0,0,0,0.08,0,0.12,0,9,7.75,5,0
90,0,0.333,0,3,0,0,0,0,0.333,0.04,0,0.3,0,11,7.80,10,0
93,0,0.5,0.5,2,0,0,0,0,0,0.02,0,0,0,11,7.36,2,0
95,1,1,0,1,0,0,0,0,0,0.01,0,0.12,0,16,5.13,3,0
106,0,0,0,3,0,0,0,0,0,0.03,0,0,0,15,7.00,6,0
121,0,0,0.333,3,0,0,0,0,0,0.03,0,0.06,0,17,6.44,6,0
68,0,0.25,0,4,0,0,0,0,0,0.07,0,0,0,10,7.13,6,0
125,0,0,0.25,4,0,0,0,0,0,0.04,0.25,0,0,15,7.71,8,0
143,0,0.25,0.5,4,0,0,0,0,0,0.03,0,0.16,0,19,6.37,8,0
136,1,0,0.167,6,0.167,0.333,0,0,0,0.05,0,0,0,19,6.53,3,0
97,0,0.25,0,4,0,0,0,0,0,0.05,0,0.23,0,14,6.23,7,0
63,0,0,0.25,4,0,0,0,0,0,0.08,0,0.25,0,9,6.50,8,0
66,0,0,1,1,0,0,0,0,0,0.02,0,0,0,7,8.43,5,0
141,0,0,0,2,0,0,0,0,0,0.02,0,0.12,0,17,7.75,11,0
42,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.17,3,0
137,1,0,0,3,0,0,0,0,0,0.03,0,0.06,0,19,7.25,14,0
114,1,0,0.2,5,0,0,0,0,0,0.05,0,0.08,0,16,8.00,11,0
46,3,1,0,1,0,0,0,0,0,0.03,0,0,0,9,5.33,6,0
125,0,0,0,2,0,0,0,0,0,0.02,0,0.17,0,19,5.89,10,0
47,0,0,0.5,2,0,0,0,0,0,0.05,0,0,0,8,5.57,11,0
79,0,0.2,0,5,0,0,0,0,0,0.08,0,0,0,12,7.00,6,0
44,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.14,0,7,6.00,7,0
78,0,1,0,1,0,0,0,0,0,0.01,0,0.2,0,10,6.80,4,0
150,0,0,0.25,4,0,0,0,0,0,0.03,0,0.05,0,24,5.68,5,0
150,0,0.25,0.25,4,0,0,0,0,0,0.03,0,0.06,0,17,8.19,16,0
72,1,0,0,1,0,0,0,0,0,0.02,0,0.1,0,11,6.78,9,0
67,0,0,0.333,3,0,0.667,0,0,0,0.05,0,0.11,0,9,6.22,3,0
116,3,0,0.5,2,0,0,0,0,0,0.02,0,0.11,0,18,6.13,12,0
50,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.22,0,9,5.00,5,0
99,1,0,0,2,0,0,0,0,0,0.02,0,0.14,0,15,6.31,4,0
133,0,0,0.333,3,0.333,0,0,0,0,0.03,0,0.07,1,14,8.36,8,0
142,0,0,0,2,0,0,0,0,0,0.02,0,0,0,17,7.81,10,0
118,0,0,0.2,5,0.2,0,0,0,0,0.05,0,0.13,0,17,6.60,8,0
57,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,8,6.25,3,0
58,0,1,0,1,0,0,0,0,0,0.02,0,0.25,0,8,6.25,3,0
39,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,5.50,5,0
132,0,0,0.167,6,0,0.333,0,0,0,0.05,0,0,0,17,7.47,9,0
142,0,0.2,0.2,5,0,0,0,0,0.2,0.04,0,0.22,0,18,6.72,19,0
146,4,0.4,0,5,0.2,0,0,0,0,0.04,0,0.06,0,18,6.82,8,0
101,3,0.167,0.167,6,0,0,0,0,0,0.07,0,0.06,0,17,5.92,5,0
135,0,0,0.2,5,0,0,0,0,0,0.04,0,0.07,0,16,7.73,11,0
61,0,0,0,3,0,0.667,0,0.333,0,0.06,0,0.12,0,8,6.38,6,0
142,0,0,0.2,5,0,0,0,0,0,0.04,0,0.06,0,19,7.63,9,0
130,1,0,0.25,4,0,0,0,0,0,0.04,0,0.06,0,16,7.33,7,0
102,0,0.5,0,2,0,0,0,0,0,0.02,0,0.14,0,15,6.14,9,0
79,0,0.333,0,3,0,0,0,0,0,0.05,0,0.17,0,14,5.42,10,0
149,0,0,0.5,2,0,0,0,0,0,0.02,0,0.11,0,18,7.22,10,0
88,1,0,0,5,0,0,0,0,0,0.07,0,0,0,14,7.00,14,0
84,2,1,0,1,0,0,0,0,0,0.01,0,0,0,12,6.80,20,0
129,0,0,0,2,0,0,0,0,0,0.02,0,0.12,0,18,6.53,8,0
92,0,0,0,4,0,0,0,0,0,0.05,0,0,0,13,7.09,3,0
78,3,0.5,0.5,2,0,0,0,0,0,0.03,0,0.08,0,13,5.70,7,0
78,0,1,0,1,0,0,0,0,0,0.01,0,0.09,0,11,6.09,4,0
144,1,0,0.333,3,0,0,0,0,0,0.02,0,0.12,0,18,7.75,8,0
90,0,0,0.5,4,0,0,0,0,0,0.05,0,0.15,0,14,5.69,4,0
141,0,0,0.333,3,0,0,0,0,0,0.02,0,0,0,16,8.27,7,0
39,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.40,3,0
147,0,0,0.25,4,0,0,0,0,0,0.03,0,0.11,0,20,7.00,12,0
111,0,0,0,2,0,0,0,0,0,0.02,0,0,0,13,8.17,3,0
100,0,0,0,2,0,0,0,0,0,0.02,0,0,0,13,7.25,8,0
117,0,0,0.5,6,0,0,0,0,0,0.06,0,0.06,0,18,6.00,9,0
66,0,1,0,1,0,0,0,0,0,0.02,0,0.12,0,8,7.25,8,0
77,0,0,0.333,3,0,0,0,0,0,0.05,0,0,0,12,6.50,6,0
123,0,0,0,2,0,0,0,0,0,0.02,0,0,0,15,7.71,7,0
81,0,0,0,3,0,0,0,0,0,0.04,0,0,0,11,7.78,11,0
53,0,0.333,0,3,0,0,0,0,0,0.07,0,0,0,8,5.38,3,0
139,0,0,0.333,3,0,0,0,0,0,0.03,0,0.06,0,19,6.61,8,0
146,1,0,0,1,0,0,0,0,1,0.01,0,0.05,0,19,6.83,9,0
66,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,8.43,9,0
108,1,0,0,2,0,0,0,0,0,0.02,0,0,0,15,6.50,8,0
64,0,0.333,0,3,0,0,0,0,0,0.06,0,0.2,0,11,5.30,9,0
131,0,0,0.25,4,0,0,0,0,0,0.04,0,0.12,0,18,7.00,8,0
137,0,0,0.5,4,0,0,0,0,0,0.03,0,0.06,0,19,6.44,6,0
93,0,0.5,0.5,4,0,0,0,0,0,0.05,0,0.1,0,10,8.00,11,0
139,0,0,0,2,0,0,0,0,0,0.02,0,0.11,0,19,6.67,7,0
124,0,0,0,6,0.167,0,0,0,0,0.06,0,0,0,17,6.93,7,0
44,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,0,6,6.50,7,0
59,1,0,0,1,0,0,0,0,0,0.02,0,0,0,10,5.88,3,0
123,1,0,0.25,4,0,0,0,0,0,0.04,0,0,0,17,7.36,11,0
63,0,0,0,2,0,0,0,0,0,0.04,0,0.12,0,9,6.75,9,0
63,0,0,0,3,0,0,0,0,0,0.06,0,0,0,9,6.63,4,0
140,0,0,0.2,5,0,0.4,0,0,0,0.04,0,0.06,0,16,7.50,16,0
137,0,0,0.25,8,0,0,0,0,0,0.07,0.125,0.06,0,19,7.13,7,0
69,0,1,0,1,0,0,0,0,0,0.02,0,0,0,9,6.67,8,0
129,0,0,0.333,3,0.333,0,0,0,0,0.03,0,0.12,0,16,6.94,8,0
129,0,0,0.5,2,0,0,0,0,0,0.02,0,0,0,15,7.53,5,0
74,0,0,0,3,0,0.667,0,0,0,0.05,0,0,0,11,6.20,3,0
28,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,5.75,2,0
115,0,0,0.25,4,0,0,0,0,0,0.04,0,0.07,0,15,6.47,6,0
148,0,0,0.25,4,0,0,0,0,0,0.03,0,0.11,1,20,7.06,9,0
137,0,0,0,2,0,0,0,0,0,0.02,0,0.2,0,20,5.80,4,0
109,0,0,0.25,4,0,0,0,0,0,0.04,0,0,0,14,6.57,8,0
35,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,5.20,1,0
64,0,0,0,1,0,0,0,0,0,0.02,0,0.12,0,9,7.00,7,0
54,0,0.25,0.25,4,0,0,0,0,0,0.09,0,0,0,7,6.29,5,0
149,0,0.25,0,4,0,0,0,0,0,0.03,0,0.11,0,18,7.11,6,0
66,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,11,6.00,7,0
147,0,0,0,5,0,0.4,0,0,0,0.04,0,0,0,19,7.41,3,0
149,0,0,0.5,2,0,0,0,0,0,0.02,0,0.1,0,20,6.40,12,0
80,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.27,0,11,6.36,5,0
98,2,0,0.2,5,0,0.4,0,0.2,0,0.07,0,0.12,0,18,4.80,2,0
97,0,0,0.25,4,0,0,0,0,0,0.05,0,0,0,13,7.55,9,0
47,1,1,0,1,0,0,0,0,0,0.02,0,0,0,6,7.80,9,0
89,0,0.25,0.5,4,0,0,0,0,0,0.05,0,0.09,0,12,6.82,9,0
56,0,0,0,1,0,0,0,0,0,0.02,0,0.11,0,10,5.22,4,0
73,0,0,0.25,4,0,0,0,0.25,0,0.07,0,0.09,0,13,5.36,4,0
149,1,0.333,0.333,3,0,0,0,0,0,0.02,0,0,0,20,7.06,6,0
115,2,0,0.286,7,0.143,0,0,0,0,0.08,0,0,0,18,5.87,6,0
